,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw
78000,0.989258,0.090332,0.209473,-0.549316,-3.540039,0.183105,-0.779297,-0.059998,0.623749,-0.001648,-76.486816,-18.056030,1.001465,-0.095215,-0.201660,-0.305176,0.000000,-0.183105,-0.615265,-0.134491,0.753510,-0.188538,-77.947998,171.990967,0.987793,0.112305,0.013184,-0.671387,0.244141,0.732422,0.004791,-0.695526,-0.088348,-0.713013,-83.073120,105.595093
78010,0.989258,0.089355,0.208008,-0.427246,-3.417969,0.183105,-0.778687,-0.061279,0.624359,-0.003357,-76.591187,-17.957153,0.999023,-0.085938,-0.179199,0.976562,0.732422,-0.122070,-0.616364,-0.130219,0.754303,-0.184723,-77.953491,171.458130,0.994141,0.110352,0.012207,0.000000,0.305176,0.000000,0.003754,-0.695618,-0.087219,-0.713074,-83.084106,105.529175
78020,0.989258,0.089355,0.208008,-0.427246,-3.417969,0.183105,-0.778687,-0.061279,0.624359,-0.003357,-76.591187,-17.957153,0.999023,-0.085938,-0.179199,0.976562,0.732422,-0.122070,-0.616364,-0.130219,0.754303,-0.184723,-77.953491,171.458130,0.994141,0.110352,0.012207,0.000000,0.305176,0.000000,0.003754,-0.695618,-0.087219,-0.713074,-83.084106,105.529175
78030,0.989258,0.089355,0.208008,-0.427246,-3.417969,0.183105,-0.778687,-0.061279,0.624359,-0.003357,-76.591187,-17.957153,0.999023,-0.085938,-0.179199,0.976562,0.732422,-0.122070,-0.616364,-0.130219,0.754303,-0.184723,-77.953491,171.458130,0.994141,0.110352,0.012207,0.000000,0.305176,0.000000,0.003754,-0.695618,-0.087219,-0.713074,-83.084106,105.529175
78040,0.989258,0.089355,0.208008,-0.427246,-3.417969,0.183105,-0.778687,-0.061279,0.624359,-0.003357,-76.591187,-17.957153,0.999023,-0.085938,-0.179199,0.976562,0.732422,-0.122070,-0.616364,-0.130219,0.754303,-0.184723,-77.953491,171.458130,0.994141,0.110352,0.012207,0.000000,0.305176,0.000000,0.003754,-0.695618,-0.087219,-0.713074,-83.084106,105.529175
78050,0.989258,0.089355,0.208008,-0.427246,-3.417969,0.183105,-0.777985,-0.062775,0.625092,-0.005310,-76.717529,-17.836304,0.997559,-0.096680,-0.184082,1.037598,0.366211,-0.122070,-0.617310,-0.126862,0.754852,-0.181732,-77.975464,170.996704,0.998047,0.107422,0.010742,1.342773,0.610352,0.000000,0.003296,-0.695679,-0.086578,-0.713104,-83.095093,105.463257
78060,0.989258,0.089355,0.208008,-0.427246,-3.417969,0.183105,-0.777985,-0.062775,0.625092,-0.005310,-76.717529,-17.836304,0.997559,-0.096680,-0.184082,1.037598,0.366211,-0.122070,-0.617310,-0.126862,0.754852,-0.181732,-77.975464,170.996704,0.998047,0.107422,0.010742,1.342773,0.610352,0.000000,0.003296,-0.695679,-0.086578,-0.713104,-83.095093,105.463257
78070,0.989258,0.089355,0.208008,-0.427246,-3.417969,0.183105,-0.777985,-0.062775,0.625092,-0.005310,-76.717529,-17.836304,0.997559,-0.096680,-0.184082,1.037598,0.366211,-0.122070,-0.617310,-0.126862,0.754852,-0.181732,-77.975464,170.996704,0.998047,0.107422,0.010742,1.342773,0.610352,0.000000,0.003296,-0.695679,-0.086578,-0.713104,-83.095093,105.463257
78080,0.988770,0.087891,0.204102,-0.122070,-3.295898,0.244141,-0.777374,-0.064056,0.625702,-0.006989,-76.816406,-17.731934,0.996094,-0.091309,-0.191406,1.281738,0.366211,-0.305176,-0.618256,-0.122955,0.755524,-0.178253,-77.980957,170.496826,0.997070,0.115723,0.008789,0.671387,0.732422,0.000000,0.002899,-0.695679,-0.086090,-0.713135,-83.100586,105.468750
78090,0.988770,0.087891,0.204102,-0.122070,-3.295898,0.244141,-0.777374,-0.064056,0.625702,-0.006989,-76.816406,-17.731934,0.996094,-0.091309,-0.191406,1.281738,0.366211,-0.305176,-0.618256,-0.122955,0.755524,-0.178253,-77.980957,170.496826,0.997070,0.115723,0.008789,0.671387,0.732422,0.000000,0.002899,-0.695679,-0.086090,-0.713135,-83.100586,105.468750
78100,0.988770,0.087891,0.204102,-0.122070,-3.295898,0.244141,-0.777374,-0.064056,0.625702,-0.006989,-76.816406,-17.731934,0.996094,-0.091309,-0.191406,1.281738,0.366211,-0.305176,-0.618256,-0.122955,0.755524,-0.178253,-77.980957,170.496826,0.997070,0.115723,0.008789,0.671387,0.732422,0.000000,0.002899,-0.695679,-0.086090,-0.713135,-83.100586,105.468750
78110,0.989258,0.086914,0.201660,0.061035,-3.173828,0.366211,-0.776672,-0.065552,0.626373,-0.008972,-76.937256,-17.600098,0.995117,-0.086914,-0.196289,0.976562,-0.061035,-0.549316,-0.619019,-0.119476,0.756195,-0.174988,-77.986450,170.117798,0.998535,0.103516,0.013184,1.708984,0.793457,-0.183105,0.002502,-0.695679,-0.085602,-0.713196,-83.111572,105.474243
78120,0.989258,0.086914,0.201660,0.061035,-3.173828,0.366211,-0.776672,-0.065552,0.626373,-0.008972,-76.937256,-17.600098,0.995117,-0.086914,-0.196289,0.976562,-0.061035,-0.549316,-0.619019,-0.119476,0.756195,-0.174988,-77.986450,170.117798,0.998535,0.103516,0.013184,1.708984,0.793457,-0.183105,0.002502,-0.695679,-0.085602,-0.713196,-83.111572,105.474243
78130,0.989258,0.086914,0.201660,0.061035,-3.173828,0.366211,-0.776672,-0.065552,0.626373,-0.008972,-76.937256,-17.600098,0.995117,-0.086914,-0.196289,0.976562,-0.061035,-0.549316,-0.619019,-0.119476,0.756195,-0.174988,-77.986450,170.117798,0.998535,0.103516,0.013184,1.708984,0.793457,-0.183105,0.002502,-0.695679,-0.085602,-0.713196,-83.111572,105.474243
78140,0.989746,0.086426,0.199219,0.305176,-3.234863,0.488281,-0.776093,-0.066803,0.626953,-0.010651,-77.041626,-17.479248,1.003418,-0.102051,-0.195801,1.281738,0.122070,-0.976562,-0.619690,-0.116394,0.756836,-0.171967,-77.980957,169.821167,1.006348,0.106934,-0.004883,3.601074,2.014160,-0.366211,0.003174,-0.695465,-0.086151,-0.713348,-83.117065,105.671997
78150,0.989746,0.086426,0.199219,0.305176,-3.234863,0.488281,-0.776093,-0.066803,0.626953,-0.010651,-77.041626,-17.479248,1.003418,-0.102051,-0.195801,1.281738,0.122070,-0.976562,-0.619690,-0.116394,0.756836,-0.171967,-77.980957,169.821167,1.006348,0.106934,-0.004883,3.601074,2.014160,-0.366211,0.003174,-0.695465,-0.086151,-0.713348,-83.117065,105.671997
78160,0.989746,0.086426,0.199219,0.305176,-3.234863,0.488281,-0.776093,-0.066803,0.626953,-0.010651,-77.041626,-17.479248,1.003418,-0.102051,-0.195801,1.281738,0.122070,-0.976562,-0.619690,-0.116394,0.756836,-0.171967,-77.980957,169.821167,1.006348,0.106934,-0.004883,3.601074,2.014160,-0.366211,0.003174,-0.695465,-0.086151,-0.713348,-83.117065,105.671997
78170,0.990723,0.086426,0.199219,0.488281,-3.295898,0.671387,-0.775360,-0.068237,0.627655,-0.012665,-77.162476,-17.336426,0.989258,-0.102539,-0.206543,1.586914,-0.488281,-0.976562,-0.620361,-0.112976,0.757538,-0.168732,-77.980957,169.480591,1.003906,0.099121,-0.000488,0.732422,2.319336,-0.793457,0.003723,-0.695160,-0.086700,-0.713593,-83.106079,106.122437
78180,0.990723,0.086426,0.199219,0.488281,-3.295898,0.671387,-0.775360,-0.068237,0.627655,-0.012665,-77.162476,-17.336426,0.989258,-0.102539,-0.206543,1.586914,-0.488281,-0.976562,-0.620361,-0.112976,0.757538,-0.168732,-77.980957,169.480591,1.003906,0.099121,-0.000488,0.732422,2.319336,-0.793457,0.003723,-0.695160,-0.086700,-0.713593,-83.106079,106.122437
78190,0.990723,0.086426,0.199219,0.488281,-3.295898,0.671387,-0.775360,-0.068237,0.627655,-0.012665,-77.162476,-17.336426,0.989258,-0.102539,-0.206543,1.586914,-0.488281,-0.976562,-0.620361,-0.112976,0.757538,-0.168732,-77.980957,169.480591,1.003906,0.099121,-0.000488,0.732422,2.319336,-0.793457,0.003723,-0.695160,-0.086700,-0.713593,-83.106079,106.122437
78200,0.990723,0.086426,0.199219,0.488281,-3.295898,0.671387,-0.775360,-0.068237,0.627655,-0.012665,-77.162476,-17.336426,0.989258,-0.102539,-0.206543,1.586914,-0.488281,-0.976562,-0.620361,-0.112976,0.757538,-0.168732,-77.980957,169.480591,1.003906,0.099121,-0.000488,0.732422,2.319336,-0.793457,0.003723,-0.695160,-0.086700,-0.713593,-83.106079,106.122437
78210,0.991699,0.085938,0.199707,0.610352,-3.173828,0.854492,-0.774750,-0.069427,0.628235,-0.014374,-77.272339,-17.204590,0.999023,-0.096191,-0.199707,-0.427246,-0.244141,-0.427246,-0.620850,-0.109680,0.758301,-0.165558,-77.953491,169.216919,0.992188,0.111328,0.021973,-2.197266,1.831055,-1.342773,0.002869,-0.694855,-0.086090,-0.713928,-83.084106,106.479492
78220,0.991699,0.085938,0.199707,0.610352,-3.173828,0.854492,-0.774750,-0.069427,0.628235,-0.014374,-77.272339,-17.204590,0.999023,-0.096191,-0.199707,-0.427246,-0.244141,-0.427246,-0.620850,-0.109680,0.758301,-0.165558,-77.953491,169.216919,0.992188,0.111328,0.021973,-2.197266,1.831055,-1.342773,0.002869,-0.694855,-0.086090,-0.713928,-83.084106,106.479492
78230,0.991699,0.085938,0.199707,0.610352,-3.173828,0.854492,-0.774750,-0.069427,0.628235,-0.014374,-77.272339,-17.204590,0.999023,-0.096191,-0.199707,-0.427246,-0.244141,-0.427246,-0.620850,-0.109680,0.758301,-0.165558,-77.953491,169.216919,0.992188,0.111328,0.021973,-2.197266,1.831055,-1.342773,0.002869,-0.694855,-0.086090,-0.713928,-83.084106,106.479492
78240,0.991699,0.085938,0.199707,0.610352,-3.173828,0.854492,-0.774170,-0.070587,0.628784,-0.016052,-77.393188,-17.023315,1.007812,-0.095215,-0.161621,0.488281,0.305176,-0.061035,-0.621765,-0.106262,0.758728,-0.162415,-77.975464,168.788452,0.989258,0.111816,0.036621,-1.647949,1.159668,-0.854492,0.000244,-0.694672,-0.083832,-0.714386,-83.040161,106.671753
78250,0.991699,0.085938,0.199707,0.610352,-3.173828,0.854492,-0.774170,-0.070587,0.628784,-0.016052,-77.393188,-17.023315,1.007812,-0.095215,-0.161621,0.488281,0.305176,-0.061035,-0.621765,-0.106262,0.758728,-0.162415,-77.975464,168.788452,0.989258,0.111816,0.036621,-1.647949,1.159668,-0.854492,0.000244,-0.694672,-0.083832,-0.714386,-83.040161,106.671753
78260,0.991699,0.085938,0.199707,0.610352,-3.173828,0.854492,-0.774170,-0.070587,0.628784,-0.016052,-77.393188,-17.023315,1.007812,-0.095215,-0.161621,0.488281,0.305176,-0.061035,-0.621765,-0.106262,0.758728,-0.162415,-77.975464,168.788452,0.989258,0.111816,0.036621,-1.647949,1.159668,-0.854492,0.000244,-0.694672,-0.083832,-0.714386,-83.040161,106.671753
78270,0.992676,0.085449,0.199707,0.793457,-2.746582,0.976562,-0.773560,-0.071899,0.629333,-0.018036,-77.481079,-16.836548,1.011230,-0.093262,-0.146484,-0.122070,0.793457,-0.183105,-0.622711,-0.103668,0.758820,-0.159943,-78.030396,168.403931,1.003906,0.121094,0.027832,0.549316,0.610352,-0.366211,-0.001373,-0.694641,-0.082367,-0.714600,-83.018188,106.688232
78280,0.992676,0.085449,0.199707,0.793457,-2.746582,0.976562,-0.773560,-0.071899,0.629333,-0.018036,-77.481079,-16.836548,1.011230,-0.093262,-0.146484,-0.122070,0.793457,-0.183105,-0.622711,-0.103668,0.758820,-0.159943,-78.030396,168.403931,1.003906,0.121094,0.027832,0.549316,0.610352,-0.366211,-0.001373,-0.694641,-0.082367,-0.714600,-83.018188,106.688232
78290,0.992676,0.085449,0.199707,0.793457,-2.746582,0.976562,-0.773560,-0.071899,0.629333,-0.018036,-77.481079,-16.836548,1.011230,-0.093262,-0.146484,-0.122070,0.793457,-0.183105,-0.622711,-0.103668,0.758820,-0.159943,-78.030396,168.403931,1.003906,0.121094,0.027832,0.549316,0.610352,-0.366211,-0.001373,-0.694641,-0.082367,-0.714600,-83.018188,106.688232
78300,0.992676,0.083984,0.197266,1.037598,-2.319336,1.098633,-0.773071,-0.073029,0.629730,-0.019775,-77.568970,-16.627808,1.003906,-0.089355,-0.176270,1.892090,0.000000,-0.427246,-0.623657,-0.100525,0.759094,-0.156982,-78.085327,167.975464,1.001953,0.106934,0.017090,0.854492,0.122070,-0.488281,-0.002289,-0.694672,-0.081512,-0.714661,-83.007202,106.616821
78310,0.992676,0.083984,0.197266,1.037598,-2.319336,1.098633,-0.773071,-0.073029,0.629730,-0.019775,-77.568970,-16.627808,1.003906,-0.089355,-0.176270,1.892090,0.000000,-0.427246,-0.623657,-0.100525,0.759094,-0.156982,-78.085327,167.975464,1.001953,0.106934,0.017090,0.854492,0.122070,-0.488281,-0.002289,-0.694672,-0.081512,-0.714661,-83.007202,106.616821
78320,0.992676,0.083984,0.197266,1.037598,-2.319336,1.098633,-0.773071,-0.073029,0.629730,-0.019775,-77.568970,-16.627808,1.003906,-0.089355,-0.176270,1.892090,0.000000,-0.427246,-0.623657,-0.100525,0.759094,-0.156982,-78.085327,167.975464,1.001953,0.106934,0.017090,0.854492,0.122070,-0.488281,-0.002289,-0.694672,-0.081512,-0.714661,-83.007202,106.616821
78330,0.992676,0.082031,0.191895,1.342773,-1.953125,1.159668,-0.772552,-0.074310,0.630157,-0.021790,-77.662354,-16.364136,1.001953,-0.093750,-0.195801,0.244141,0.244141,-0.244141,-0.624237,-0.097565,0.759583,-0.154236,-78.085327,167.651367,0.992188,0.114746,0.015137,0.244141,0.061035,-0.427246,-0.002838,-0.694763,-0.081085,-0.714600,-83.007202,106.495972
78340,0.992676,0.082031,0.191895,1.342773,-1.953125,1.159668,-0.772552,-0.074310,0.630157,-0.021790,-77.662354,-16.364136,1.001953,-0.093750,-0.195801,0.244141,0.244141,-0.244141,-0.624237,-0.097565,0.759583,-0.154236,-78.085327,167.651367,0.992188,0.114746,0.015137,0.244141,0.061035,-0.427246,-0.002838,-0.694763,-0.081085,-0.714600,-83.007202,106.495972
78350,0.992676,0.082031,0.191895,1.342773,-1.953125,1.159668,-0.772552,-0.074310,0.630157,-0.021790,-77.662354,-16.364136,1.001953,-0.093750,-0.195801,0.244141,0.244141,-0.244141,-0.624237,-0.097565,0.759583,-0.154236,-78.085327,167.651367,0.992188,0.114746,0.015137,0.244141,0.061035,-0.427246,-0.002838,-0.694763,-0.081085,-0.714600,-83.007202,106.495972
78360,0.992676,0.082031,0.191895,1.342773,-1.953125,1.159668,-0.772552,-0.074310,0.630157,-0.021790,-77.662354,-16.364136,1.001953,-0.093750,-0.195801,0.244141,0.244141,-0.244141,-0.624237,-0.097565,0.759583,-0.154236,-78.085327,167.651367,0.992188,0.114746,0.015137,0.244141,0.061035,-0.427246,-0.002838,-0.694763,-0.081085,-0.714600,-83.007202,106.495972
78370,0.992676,0.082031,0.191895,1.342773,-1.953125,1.159668,-0.772125,-0.075439,0.630493,-0.023560,-77.739258,-16.116943,0.998047,-0.085449,-0.181152,0.244141,0.549316,-0.183105,-0.624908,-0.094543,0.759979,-0.151459,-78.096313,167.272339,0.997070,0.114258,0.012695,-1.464844,-0.122070,-0.488281,-0.003510,-0.694885,-0.080505,-0.714569,-83.001709,106.331177
78380,0.992676,0.082031,0.191895,1.342773,-1.953125,1.159668,-0.772125,-0.075439,0.630493,-0.023560,-77.739258,-16.116943,0.998047,-0.085449,-0.181152,0.244141,0.549316,-0.183105,-0.624908,-0.094543,0.759979,-0.151459,-78.096313,167.272339,0.997070,0.114258,0.012695,-1.464844,-0.122070,-0.488281,-0.003510,-0.694885,-0.080505,-0.714569,-83.001709,106.331177
78390,0.992676,0.082031,0.191895,1.342773,-1.953125,1.159668,-0.772125,-0.075439,0.630493,-0.023560,-77.739258,-16.116943,0.998047,-0.085449,-0.181152,0.244141,0.549316,-0.183105,-0.624908,-0.094543,0.759979,-0.151459,-78.096313,167.272339,0.997070,0.114258,0.012695,-1.464844,-0.122070,-0.488281,-0.003510,-0.694885,-0.080505,-0.714569,-83.001709,106.331177
78400,0.993164,0.081055,0.186523,1.525879,-1.770020,1.159668,-0.771698,-0.076630,0.630798,-0.025360,-77.827148,-15.825806,0.996582,-0.084961,-0.181641,-0.122070,0.000000,-0.122070,-0.625641,-0.090942,0.760468,-0.148102,-78.107300,166.865845,0.988770,0.115234,0.018555,0.488281,0.000000,-0.244141,-0.004303,-0.695007,-0.079773,-0.714539,-82.996216,106.155396
78410,0.993164,0.081055,0.186523,1.525879,-1.770020,1.159668,-0.771698,-0.076630,0.630798,-0.025360,-77.827148,-15.825806,0.996582,-0.084961,-0.181641,-0.122070,0.000000,-0.122070,-0.625641,-0.090942,0.760468,-0.148102,-78.107300,166.865845,0.988770,0.115234,0.018555,0.488281,0.000000,-0.244141,-0.004303,-0.695007,-0.079773,-0.714539,-82.996216,106.155396
78420,0.993164,0.081055,0.186523,1.525879,-1.770020,1.159668,-0.771698,-0.076630,0.630798,-0.025360,-77.827148,-15.825806,0.996582,-0.084961,-0.181641,-0.122070,0.000000,-0.122070,-0.625641,-0.090942,0.760468,-0.148102,-78.107300,166.865845,0.988770,0.115234,0.018555,0.488281,0.000000,-0.244141,-0.004303,-0.695007,-0.079773,-0.714539,-82.996216,106.155396
78430,0.993652,0.080566,0.183105,1.525879,-1.708984,1.098633,-0.771210,-0.078033,0.631165,-0.027466,-77.898560,-15.578613,1.002441,-0.085449,-0.182617,0.854492,0.061035,-0.305176,-0.626160,-0.088165,0.760895,-0.145447,-78.112793,166.574707,1.002441,0.110840,0.015625,1.464844,0.122070,-0.183105,-0.004761,-0.695099,-0.079315,-0.714478,-83.001709,106.034546
78440,0.993652,0.080566,0.183105,1.525879,-1.708984,1.098633,-0.771210,-0.078033,0.631165,-0.027466,-77.898560,-15.578613,1.002441,-0.085449,-0.182617,0.854492,0.061035,-0.305176,-0.626160,-0.088165,0.760895,-0.145447,-78.112793,166.574707,1.002441,0.110840,0.015625,1.464844,0.122070,-0.183105,-0.004761,-0.695099,-0.079315,-0.714478,-83.001709,106.034546
78450,0.993652,0.080566,0.183105,1.525879,-1.708984,1.098633,-0.771210,-0.078033,0.631165,-0.027466,-77.898560,-15.578613,1.002441,-0.085449,-0.182617,0.854492,0.061035,-0.305176,-0.626160,-0.088165,0.760895,-0.145447,-78.112793,166.574707,1.002441,0.110840,0.015625,1.464844,0.122070,-0.183105,-0.004761,-0.695099,-0.079315,-0.714478,-83.001709,106.034546
78460,0.994629,0.081543,0.182129,1.464844,-1.708984,0.915527,-0.770752,-0.079224,0.631470,-0.029236,-77.969971,-15.347900,0.997070,-0.090332,-0.186523,0.976562,0.122070,-0.244141,-0.626801,-0.084900,0.761322,-0.142426,-78.123779,166.201172,1.000488,0.118164,0.016113,-0.122070,-0.244141,-0.244141,-0.005157,-0.695221,-0.078918,-0.714386,-83.001709,105.875244
78470,0.994629,0.081543,0.182129,1.464844,-1.708984,0.915527,-0.770752,-0.079224,0.631470,-0.029236,-77.969971,-15.347900,0.997070,-0.090332,-0.186523,0.976562,0.122070,-0.244141,-0.626801,-0.084900,0.761322,-0.142426,-78.123779,166.201172,1.000488,0.118164,0.016113,-0.122070,-0.244141,-0.244141,-0.005157,-0.695221,-0.078918,-0.714386,-83.001709,105.875244
78480,0.994629,0.081543,0.182129,1.464844,-1.708984,0.915527,-0.770752,-0.079224,0.631470,-0.029236,-77.969971,-15.347900,0.997070,-0.090332,-0.186523,0.976562,0.122070,-0.244141,-0.626801,-0.084900,0.761322,-0.142426,-78.123779,166.201172,1.000488,0.118164,0.016113,-0.122070,-0.244141,-0.244141,-0.005157,-0.695221,-0.078918,-0.714386,-83.001709,105.875244
78490,0.995605,0.084473,0.182617,1.342773,-1.708984,0.793457,-0.770264,-0.080688,0.631775,-0.031281,-78.052368,-15.100708,1.000977,-0.095703,-0.191895,-0.366211,0.061035,-0.061035,-0.627228,-0.082123,0.761719,-0.139862,-78.112793,165.899048,0.994629,0.114258,0.017090,-0.488281,-0.183105,-0.183105,-0.005920,-0.695374,-0.078156,-0.714325,-83.007202,105.666504
78500,0.995605,0.084473,0.182617,1.342773,-1.708984,0.793457,-0.770264,-0.080688,0.631775,-0.031281,-78.052368,-15.100708,1.000977,-0.095703,-0.191895,-0.366211,0.061035,-0.061035,-0.627228,-0.082123,0.761719,-0.139862,-78.112793,165.899048,0.994629,0.114258,0.017090,-0.488281,-0.183105,-0.183105,-0.005920,-0.695374,-0.078156,-0.714325,-83.007202,105.666504
78510,0.995605,0.084473,0.182617,1.342773,-1.708984,0.793457,-0.770264,-0.080688,0.631775,-0.031281,-78.052368,-15.100708,1.000977,-0.095703,-0.191895,-0.366211,0.061035,-0.061035,-0.627228,-0.082123,0.761719,-0.139862,-78.112793,165.899048,0.994629,0.114258,0.017090,-0.488281,-0.183105,-0.183105,-0.005920,-0.695374,-0.078156,-0.714325,-83.007202,105.666504
78520,0.995605,0.084473,0.182617,1.342773,-1.708984,0.793457,-0.770264,-0.080688,0.631775,-0.031281,-78.052368,-15.100708,1.000977,-0.095703,-0.191895,-0.366211,0.061035,-0.061035,-0.627228,-0.082123,0.761719,-0.139862,-78.112793,165.899048,0.994629,0.114258,0.017090,-0.488281,-0.183105,-0.183105,-0.005920,-0.695374,-0.078156,-0.714325,-83.007202,105.666504
78530,0.995605,0.084473,0.182617,1.342773,-1.708984,0.793457,-0.769836,-0.081970,0.632050,-0.032990,-78.118286,-14.908447,0.999023,-0.091309,-0.179688,0.183105,0.183105,-0.183105,-0.627777,-0.079529,0.761993,-0.137451,-78.129272,165.574951,1.000488,0.115723,0.013184,1.037598,0.000000,-0.122070,-0.006500,-0.695526,-0.077576,-0.714233,-83.012695,105.468750
78540,0.995605,0.084473,0.182617,1.342773,-1.708984,0.793457,-0.769836,-0.081970,0.632050,-0.032990,-78.118286,-14.908447,0.999023,-0.091309,-0.179688,0.183105,0.183105,-0.183105,-0.627777,-0.079529,0.761993,-0.137451,-78.129272,165.574951,1.000488,0.115723,0.013184,1.037598,0.000000,-0.122070,-0.006500,-0.695526,-0.077576,-0.714233,-83.012695,105.468750
78550,0.995605,0.084473,0.182617,1.342773,-1.708984,0.793457,-0.769836,-0.081970,0.632050,-0.032990,-78.118286,-14.908447,0.999023,-0.091309,-0.179688,0.183105,0.183105,-0.183105,-0.627777,-0.079529,0.761993,-0.137451,-78.129272,165.574951,1.000488,0.115723,0.013184,1.037598,0.000000,-0.122070,-0.006500,-0.695526,-0.077576,-0.714233,-83.012695,105.468750
78560,0.995117,0.086426,0.183105,1.220703,-1.770020,0.610352,-0.769409,-0.083313,0.632294,-0.034668,-78.189697,-14.710693,1.003418,-0.078613,-0.195312,1.403809,-0.244141,-0.427246,-0.628296,-0.076385,0.762421,-0.134460,-78.134766,165.245361,0.999512,0.111328,0.016113,0.183105,-0.183105,0.000000,-0.006805,-0.695648,-0.077209,-0.714172,-83.018188,105.314941
78570,0.995117,0.086426,0.183105,1.220703,-1.770020,0.610352,-0.769409,-0.083313,0.632294,-0.034668,-78.189697,-14.710693,1.003418,-0.078613,-0.195312,1.403809,-0.244141,-0.427246,-0.628296,-0.076385,0.762421,-0.134460,-78.134766,165.245361,0.999512,0.111328,0.016113,0.183105,-0.183105,0.000000,-0.006805,-0.695648,-0.077209,-0.714172,-83.018188,105.314941
78580,0.995117,0.086426,0.183105,1.220703,-1.770020,0.610352,-0.769409,-0.083313,0.632294,-0.034668,-78.189697,-14.710693,1.003418,-0.078613,-0.195312,1.403809,-0.244141,-0.427246,-0.628296,-0.076385,0.762421,-0.134460,-78.134766,165.245361,0.999512,0.111328,0.016113,0.183105,-0.183105,0.000000,-0.006805,-0.695648,-0.077209,-0.714172,-83.018188,105.314941
78590,0.995605,0.088379,0.183105,1.037598,-1.831055,0.427246,-0.768921,-0.084869,0.632599,-0.036560,-78.250122,-14.573364,1.001953,-0.089355,-0.187988,0.122070,0.244141,-0.244141,-0.628723,-0.073700,0.762787,-0.131927,-78.129272,164.976196,0.996094,0.111816,0.017090,0.122070,-0.610352,0.000000,-0.007446,-0.695801,-0.076477,-0.714081,-83.029175,105.111694
78600,0.995605,0.088379,0.183105,1.037598,-1.831055,0.427246,-0.768921,-0.084869,0.632599,-0.036560,-78.250122,-14.573364,1.001953,-0.089355,-0.187988,0.122070,0.244141,-0.244141,-0.628723,-0.073700,0.762787,-0.131927,-78.129272,164.976196,0.996094,0.111816,0.017090,0.122070,-0.610352,0.000000,-0.007446,-0.695801,-0.076477,-0.714081,-83.029175,105.111694
78610,0.995605,0.088379,0.183105,1.037598,-1.831055,0.427246,-0.768921,-0.084869,0.632599,-0.036560,-78.250122,-14.573364,1.001953,-0.089355,-0.187988,0.122070,0.244141,-0.244141,-0.628723,-0.073700,0.762787,-0.131927,-78.129272,164.976196,0.996094,0.111816,0.017090,0.122070,-0.610352,0.000000,-0.007446,-0.695801,-0.076477,-0.714081,-83.029175,105.111694
78620,0.996094,0.088379,0.183105,0.793457,-1.953125,0.244141,-0.768494,-0.086151,0.632843,-0.038116,-78.305054,-14.452515,1.000488,-0.090820,-0.185059,0.244141,0.610352,0.000000,-0.629364,-0.070618,0.763031,-0.129150,-78.151245,164.575195,1.000488,0.115234,0.011719,-0.061035,-0.366211,-0.183105,-0.007843,-0.696014,-0.076050,-0.713928,-83.040161,104.859009
78630,0.996094,0.088379,0.183105,0.793457,-1.953125,0.244141,-0.768494,-0.086151,0.632843,-0.038116,-78.305054,-14.452515,1.000488,-0.090820,-0.185059,0.244141,0.610352,0.000000,-0.629364,-0.070618,0.763031,-0.129150,-78.151245,164.575195,1.000488,0.115234,0.011719,-0.061035,-0.366211,-0.183105,-0.007843,-0.696014,-0.076050,-0.713928,-83.040161,104.859009
78640,0.996094,0.088379,0.183105,0.793457,-1.953125,0.244141,-0.768494,-0.086151,0.632843,-0.038116,-78.305054,-14.452515,1.000488,-0.090820,-0.185059,0.244141,0.610352,0.000000,-0.629364,-0.070618,0.763031,-0.129150,-78.151245,164.575195,1.000488,0.115234,0.011719,-0.061035,-0.366211,-0.183105,-0.007843,-0.696014,-0.076050,-0.713928,-83.040161,104.859009
78650,0.996094,0.088379,0.182617,0.549316,-2.014160,0.122070,-0.768005,-0.087616,0.633148,-0.039764,-78.376465,-14.348145,0.999023,-0.087891,-0.186035,-0.610352,0.305176,-0.183105,-0.629852,-0.067902,0.763306,-0.126587,-78.162231,164.262085,0.998047,0.111816,0.017578,-0.366211,-0.427246,-0.122070,-0.008423,-0.696167,-0.075439,-0.713806,-83.045654,104.633789
78660,0.996094,0.088379,0.182617,0.549316,-2.014160,0.122070,-0.768005,-0.087616,0.633148,-0.039764,-78.376465,-14.348145,0.999023,-0.087891,-0.186035,-0.610352,0.305176,-0.183105,-0.629852,-0.067902,0.763306,-0.126587,-78.162231,164.262085,0.998047,0.111816,0.017578,-0.366211,-0.427246,-0.122070,-0.008423,-0.696167,-0.075439,-0.713806,-83.045654,104.633789
78670,0.996094,0.088379,0.182617,0.549316,-2.014160,0.122070,-0.768005,-0.087616,0.633148,-0.039764,-78.376465,-14.348145,0.999023,-0.087891,-0.186035,-0.610352,0.305176,-0.183105,-0.629852,-0.067902,0.763306,-0.126587,-78.162231,164.262085,0.998047,0.111816,0.017578,-0.366211,-0.427246,-0.122070,-0.008423,-0.696167,-0.075439,-0.713806,-83.045654,104.633789
